From, To, Duration, Time, Mode, Warnings, Time in Traffic
Harpur Lane,Aon,1 hour 6 mins,2025-07-03 11:16:11.979057,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 11:16:11.979057,driving,,38 mins
Harpur Lane,Aon,1 hour 23 mins,2025-07-03 11:31:14.002620,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 11:31:14.002620,driving,,39 mins
Harpur Lane,Aon,1 hour 23 mins,2025-07-03 11:46:16.051296,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 11:46:16.051296,driving,,41 mins
Harpur Lane,Aon,1 hour 6 mins,2025-07-03 12:01:17.810773,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 12:01:17.810773,driving,,42 mins
Harpur Lane,Aon,1 hour 6 mins,2025-07-03 12:16:19.721045,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,38 mins,2025-07-03 12:16:19.721045,driving,,41 mins
Harpur Lane,Aon,1 hour 25 mins,2025-07-03 12:31:21.886267,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,38 mins,2025-07-03 12:31:21.886267,driving,,41 mins
Harpur Lane,Aon,1 hour 25 mins,2025-07-03 12:46:23.717976,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,39 mins,2025-07-03 12:46:23.717976,driving,,44 mins
Harpur Lane,Aon,1 hour 6 mins,2025-07-03 13:01:25.831727,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 13:01:25.831727,driving,,42 mins
