From, To, Duration, Time, Mode, Warnings, Time in Traffic
Harpur Lane,Aon,1 hour 6 mins,2025-07-03 13:16:27.887256,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 13:16:27.887256,driving,,41 mins
Harpur Lane,Aon,1 hour 14 mins,2025-07-03 13:31:29.969071,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 13:31:29.969071,driving,,40 mins
Harpur Lane,Aon,1 hour 14 mins,2025-07-03 13:46:31.969008,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 13:46:31.969008,driving,,40 mins
Harpur Lane,Aon,1 hour 9 mins,2025-07-03 14:01:34.169807,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 14:01:34.169807,driving,,41 mins
Harpur Lane,Aon,1 hour 9 mins,2025-07-03 14:16:36.198755,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 14:16:36.198755,driving,,40 mins
Harpur Lane,Aon,1 hour 18 mins,2025-07-03 14:31:38.251798,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 14:31:38.251798,driving,,39 mins
Harpur Lane,Aon,1 hour 31 mins,2025-07-03 14:46:40.344552,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 14:46:40.344552,driving,,40 mins
Harpur Lane,Aon,1 hour 9 mins,2025-07-03 15:01:42.384259,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 15:01:42.384259,driving,,40 mins
Harpur Lane,Aon,1 hour 9 mins,2025-07-03 15:16:44.422269,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 15:16:44.422269,driving,,41 mins
Harpur Lane,Aon,1 hour 28 mins,2025-07-03 15:31:46.415608,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,38 mins,2025-07-03 15:31:46.415608,driving,,43 mins
Harpur Lane,Aon,1 hour 33 mins,2025-07-03 15:46:48.497877,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 15:46:48.497877,driving,,43 mins
Harpur Lane,Aon,1 hour 12 mins,2025-07-03 16:01:50.747845,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,38 mins,2025-07-03 16:01:50.747845,driving,,44 mins
Harpur Lane,Aon,1 hour 12 mins,2025-07-03 16:16:53.027159,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 16:16:53.027159,driving,,47 mins
Harpur Lane,Aon,1 hour 29 mins,2025-07-03 16:31:54.970772,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,38 mins,2025-07-03 16:31:54.970772,driving,,47 mins
Harpur Lane,Aon,1 hour 22 mins,2025-07-03 16:46:57.282203,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,38 mins,2025-07-03 16:46:57.282203,driving,,47 mins
Harpur Lane,Aon,1 hour 9 mins,2025-07-03 17:01:59.383508,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 17:01:59.383508,driving,,46 mins
Harpur Lane,Aon,1 hour 9 mins,2025-07-03 17:17:01.423078,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 17:17:01.423078,driving,,46 mins
Harpur Lane,Aon,1 hour 22 mins,2025-07-03 17:32:03.669509,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 17:32:03.669509,driving,,43 mins
Harpur Lane,Aon,1 hour 3 mins,2025-07-03 17:47:05.786470,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 17:47:05.786470,driving,,41 mins
Harpur Lane,Aon,1 hour 3 mins,2025-07-03 18:02:08.241345,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 18:02:08.241345,driving,,40 mins
Harpur Lane,Aon,1 hour 3 mins,2025-07-03 18:17:10.392435,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-03 18:17:10.392435,driving,,40 mins
Harpur Lane,Aon,1 hour 14 mins,2025-07-03 18:32:12.410761,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,38 mins,2025-07-03 18:32:12.410761,driving,,39 mins
Harpur Lane,Aon,1 hour 14 mins,2025-07-03 18:47:14.798503,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-07-03 18:47:14.798503,driving,,34 mins
Harpur Lane,Aon,1 hour 3 mins,2025-07-03 19:02:16.626452,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-07-03 19:02:16.626452,driving,,34 mins
Harpur Lane,Aon,1 hour 3 mins,2025-07-03 19:17:18.480419,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-07-03 19:17:18.480419,driving,,35 mins
Harpur Lane,Aon,53 mins,2025-07-03 19:32:20.504204,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-07-03 19:32:20.504204,driving,,34 mins
Harpur Lane,Aon,53 mins,2025-07-03 19:47:22.417352,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-07-03 19:47:22.417352,driving,,31 mins
Harpur Lane,Aon,53 mins,2025-07-03 20:02:24.459831,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-07-03 20:02:24.459831,driving,,32 mins
Harpur Lane,Aon,53 mins,2025-07-03 20:17:26.226230,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-07-03 20:17:26.226230,driving,,30 mins
Harpur Lane,Aon,1 hour 14 mins,2025-07-03 20:32:27.922900,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-07-03 20:32:27.922900,driving,,29 mins
Harpur Lane,Aon,53 mins,2025-07-03 20:47:29.692961,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-07-03 20:47:29.692961,driving,,30 mins
Harpur Lane,Aon,53 mins,2025-07-03 21:02:31.523971,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-07-03 21:02:31.523971,driving,,29 mins
Harpur Lane,Aon,53 mins,2025-07-03 21:17:33.433238,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-07-03 21:17:33.433238,driving,,29 mins
Harpur Lane,Aon,1 hour 8 mins,2025-07-03 21:32:35.235422,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-07-03 21:32:35.235422,driving,,28 mins
Harpur Lane,Aon,1 hour 15 mins,2025-07-03 22:27:00.969454,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,31 mins,2025-07-03 22:27:00.969454,driving,,28 mins
Harpur Lane,Aon,1 hour 25 mins,2025-07-04 06:30:00.457516,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 06:30:00.457516,driving,,36 mins
Harpur Lane,Aon,1 hour 18 mins,2025-07-04 06:45:02.414633,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 06:45:02.414633,driving,,36 mins
Harpur Lane,Aon,1 hour 8 mins,2025-07-04 07:00:04.488642,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 07:00:04.488642,driving,,37 mins
Harpur Lane,Aon,1 hour 8 mins,2025-07-04 07:15:06.315521,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 07:15:06.315521,driving,,38 mins
Harpur Lane,Aon,1 hour 9 mins,2025-07-04 07:30:08.333920,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 07:30:08.333920,driving,,40 mins
Harpur Lane,Aon,1 hour 9 mins,2025-07-04 07:45:10.342359,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 07:45:10.342359,driving,,40 mins
Harpur Lane,Aon,1 hour 8 mins,2025-07-04 08:00:12.279471,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 08:00:12.279471,driving,,38 mins
Harpur Lane,Aon,1 hour 13 mins,2025-07-04 08:15:14.229567,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 08:15:14.229567,driving,,39 mins
Harpur Lane,Aon,1 hour 19 mins,2025-07-04 08:30:16.284221,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 08:30:16.284221,driving,,38 mins
Harpur Lane,Aon,1 hour 19 mins,2025-07-04 08:45:18.164274,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 08:45:18.164274,driving,,38 mins
Harpur Lane,Aon,1 hour 6 mins,2025-07-04 09:00:19.939447,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 09:00:19.939447,driving,,38 mins
Harpur Lane,Aon,1 hour 6 mins,2025-07-04 09:15:21.980478,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 09:15:21.980478,driving,,38 mins
Harpur Lane,Aon,1 hour 29 mins,2025-07-04 09:30:23.983261,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 09:30:23.983261,driving,,38 mins
Harpur Lane,Aon,1 hour 29 mins,2025-07-04 09:45:26.033470,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 09:45:26.033470,driving,,37 mins
Harpur Lane,Aon,1 hour 6 mins,2025-07-04 10:00:27.908302,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 10:00:27.908302,driving,,37 mins
Harpur Lane,Aon,1 hour 6 mins,2025-07-04 10:15:29.629631,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 10:15:29.629631,driving,,38 mins
Harpur Lane,Aon,1 hour 25 mins,2025-07-04 10:30:31.569329,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 10:30:31.569329,driving,,38 mins
Harpur Lane,Aon,1 hour 28 mins,2025-07-04 10:35:48.501119,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 10:35:48.501119,driving,,39 mins
Harpur Lane,Aon,1 hour 6 mins,2025-07-04 10:50:49.431928,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 10:50:49.431928,driving,,39 mins
Harpur Lane,Aon,1 hour 6 mins,2025-07-04 11:05:50.316162,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 11:05:50.316162,driving,,39 mins
Harpur Lane,Aon,1 hour 23 mins,2025-07-04 11:30:36.183857,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Harpur Lane,Aon,37 mins,2025-07-04 11:30:36.183857,driving,,38 mins
