From, To, Duration, Time, Mode, Warnings, Time in Traffic
Aon,Harpur Lane,36 mins,2025-07-01 09:15:03.288300,driving,,39 mins
Aon,Harpur Lane,57 mins,2025-07-01 09:30:05.127258,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,36 mins,2025-07-01 09:30:05.127258,driving,,39 mins
Aon,Harpur Lane,57 mins,2025-07-01 09:45:07.014130,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,36 mins,2025-07-01 09:45:07.014130,driving,,39 mins
Aon,Harpur Lane,57 mins,2025-07-01 10:00:08.748894,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,36 mins,2025-07-01 10:00:08.748894,driving,,38 mins
Aon,Harpur Lane,1 hour 9 mins,2025-07-01 10:15:10.340151,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,36 mins,2025-07-01 10:15:10.340151,driving,,37 mins
Aon,Harpur Lane,57 mins,2025-07-01 10:30:12.204425,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,35 mins,2025-07-01 10:30:12.204425,driving,,36 mins
Aon,Harpur Lane,57 mins,2025-07-01 10:45:13.952704,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,35 mins,2025-07-01 10:45:13.952704,driving,,35 mins
Aon,Harpur Lane,57 mins,2025-07-01 11:00:15.615919,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,35 mins,2025-07-01 11:00:15.615919,driving,,36 mins
Aon,Harpur Lane,1 hour 10 mins,2025-07-01 11:15:17.251217,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,35 mins,2025-07-01 11:15:17.251217,driving,,35 mins
Aon,Harpur Lane,1 hour 3 mins,2025-07-01 11:30:18.970549,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,34 mins,2025-07-01 11:30:18.970549,driving,,35 mins
Aon,Harpur Lane,1 hour 3 mins,2025-07-01 11:45:21.128016,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,34 mins,2025-07-01 11:45:21.128016,driving,,35 mins
Aon,Harpur Lane,1 hour 2 mins,2025-07-01 12:00:22.957316,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,34 mins,2025-07-01 12:00:22.957316,driving,,36 mins
Aon,Harpur Lane,1 hour 3 mins,2025-07-01 12:15:24.768027,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,34 mins,2025-07-01 12:15:24.768027,driving,,36 mins
Aon,Harpur Lane,1 hour 3 mins,2025-07-01 12:30:26.467381,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,34 mins,2025-07-01 12:30:26.467381,driving,,36 mins
